name_simple,status,in_db,in_card,person_id,dynasty_db,hits,strong,sample_book,sample_juan,sample_sentence,all_books
长史宓,拟补_待审,N,N,,,2,0,后汉书,第十二章-皇后纪下.txt,显忌大将军耿宝位尊权重，威行前朝，乃风有司奏宝及其党与中常侍樊丰、虎贲中郎将谢惲、惲弟侍中笃、笃弟大将军长史宓、侍中周广、阿母野王君王圣、圣女永、永婿黄门侍郎樊严等，更相阿党，互作威福，探刺禁省，更为唱和，皆大不道。,后汉书
闾丘弘,已在库,Y,Y,P0228,东汉,2,0,后汉书,第五章-李王邓来列传.txt,历乃要结光禄勋礻殳讽，宗正刘玮，将作大匠薛皓，侍中闾丘弘、陈光、赵代、施延，太中大夫朱伥、第五颉，中散大夫曹成，谏议大夫李尤，符节令张敬，持书侍御史龚调，羽林右监孔显，城门司马徐崇，卫尉守丞乐闱，长乐、未央厩令郑安世等十余人，俱诣鸿都门证太子无过。,后汉书
阳拜,拟补_待审,N,N,,,2,0,后汉书,第六十三章:窦何列传,子机渭阳侯拜侍中；,后汉书
陈羣,拟补_待审,N,N,,,2,0,三国志,卷01.txt,」侍中陳羣、尚書桓階奏曰：「漢自安帝已來，政去公室，國統數絕，至於今者，唯有名號，尺土一民，皆非漢有，期運久已盡，歷數久已終，非適今日也。,三国志
隗表爲,拟补_待审,N,N,,,2,0,全后汉文,卷八十四.txt,中平中，辟大將軍何進府，後將軍袁隗表爲侍中；,全后汉文
霍光,已在库,Y,Y,P0242,西汉,2,2,全汉文,卷十三.txt,㠯一通賜所幸侍中霍光，光甚好之，言爲口實。,全汉文
马入爲,拟补_待审,N,N,,,2,0,全后汉文,卷三十四.txt,李郃㠯公車司馬入爲侍中。,全后汉文
魏欲遣,拟补_待审,N,N,,,2,0,三国志,第二章-吴主传.txt,魏欲遣侍中辛毗、尚书桓阶往与盟誓，并徵任子，权辞让不受。,三国志
魏王,拟补_待审,N,N,,,2,0,三国志,卷02.txt,」魏王侍中劉廙、辛毗、劉曄、尚書令桓階、尚書陳矯、陳羣、給事黃門侍郎王毖、董遇等言：「臣伏讀左中郎將李伏上事，考圖緯之言，以效神明之應，稽之古代，未有不然者也。,三国志
伏无忌,已在库,Y,Y,P0009,东汉,1,0,東观汉记,000,珍等卒復命侍中伏無忌與諫議大夫黄景¶,東观汉记
金日磾,已在库,Y,Y,P0220,西汉,1,1,西汉会要,西漢會要_卷23.txt,金日磾遷侍中駙馬都尉光祿大夫，出則驂乘。,西汉会要
